School "1st year MBA GPA" "Verbal GMAT" "Quant. GMAT" "Undergrad. GPA"
1  3.000  32  34  3.50 
1  3.145  30  40  3.86 
1  2.985  34  41  2.90 
1  2.515  38  30  3.66 
1  2.500  42  33  3.73 
1  2.415  35  34  2.97 
1  2.660  40  41  2.89 
1  2.700  34  34  3.08 
1  3.000  38  34  3.10 
1  2.775  35  37  2.53 
1  3.415  26  43  3.56 
1  3.315  38  36  3.30 
1  3.935  37  41  3.52 
1  2.955  38  37  3.37 
1  2.515  31  39  3.37 
1  3.160  38  43  3.04 
1  3.815  49  38  2.53 
1  3.480  27  36  3.67 
1  3.385  36  43  2.78 
1  2.780  34  36  2.85 
1  3.635  36  40  3.32 
1  3.260  33  33  3.16 
1  3.130  41  28  3.88 
1  3.695  39  50  3.26 
1  3.345  33  36  3.80 
1  3.115  28  32  3.44 
1  2.920  37  40  2.64 
1  4.500  34  33  3.31 
1  3.200  27  39  2.87 
1  3.115  35  27  3.74 
1  2.775  39  36  2.80 
1  2.765  38  34  3.20 
1  2.695  30  32  2.90 
1  3.315  24  38  3.44 
1  3.360  34  35  3.45 
1  3.225  33  27  3.44 
1  3.000  36  31  3.11 
1  3.065  44  28  2.65 
1  2.935  35  36  3.40 
1  2.630  36  43  3.33 
1  2.680  42  43  3.68 
1  3.290  28  34  3.46 
1  2.670  30  36  3.21 
1  3.545  40  26  4.00 
1  2.720  28  33  3.42 
1  2.925  39  45  2.65 
1  3.360  44  37  3.82 
1  2.500  34  39  2.71 
1  2.690  33  38  3.76 
1  3.335  40  45  3.71 
1  2.630  31  34  2.90 
1  2.715  46  28  3.93 
1  3.880  34  33  2.91 
1  3.285  36  45  3.20 
1  3.040  35  48  2.75 
1  3.065  41  29  3.40 
1  2.500  34  38  3.38 
1  2.675  31  33  3.50 
1  2.710  34  35  3.30 
1  2.920  36  36  2.94 
1  2.815  35  42  3.10 
1  3.000  32  33  3.43 
1  3.165  32  37  3.30 
1  2.930  33  37  2.40 
1  2.840  39  33  2.94 
1  2.670  41  36  2.39 
1  2.690  29  39  3.34 
1  2.400  36  34  2.86 
1  3.485  29  41  3.70 
1  3.265  35  41  3.17 
1  3.130  34  41  3.04 
1  2.440  39  41  2.79 
1  3.915  33  41  2.84 
1  3.085  39  53  3.77 
1  3.000  34  34  2.81 
1  3.290  39  43  3.12 
1  2.400  35  35  3.02 
1  3.065  34  44  2.90 
1  3.705  36  38  3.61 
1  0.775  19  29  3.28 
1  3.240  39  33  3.32 
1  2.870  38  35  3.04 
1  3.225  35  41  3.14 
1  3.260  41  40  3.72 
1  4.065  39  43  3.84 
1  2.900  39  47  3.19 
1  1.800  30  32  3.62 
1  2.365  33  31  3.18 
1  3.080  37  27  3.35 
1  3.145  38  32  3.36 
1  3.580  33  43  3.42 
1  2.935  26  36  2.98 
1  2.845  45  45  3.44 
1  2.485  28  38  2.96 
1  2.750  34  32  3.33 
1  4.065  38  51  3.89 
1  3.210  32  31  3.43 
1  2.670  44  40  2.77 
1  3.065  37  41  3.26 
1  2.900  35  33  3.58 
1  3.385  32  41  3.28 
1  3.500  34  41  3.63 
1  3.455  35  39  3.29 
1  3.095  44  44  2.85 
1  3.485  30  32  3.66 
1  2.515  34  32  2.64 
1  2.835  32  32  3.59 
1  2.850  31  41  2.91 
1  2.405  43  40  3.41 
1  3.615  40  46  3.38 
1  3.000  39  37  3.42 
1  2.985  43  32  3.70 
1  3.515  44  36  3.04 
1  3.140  32  31  3.39 
1  2.815  38  34  3.16 
1  3.430  33  37  3.58 
1  3.305  30  34  3.67 
1  3.035  30  36  3.59 
1  2.795  43  24  3.31 
1  3.655  29  37  3.77 
1  3.000  37  30  3.48 
1  2.550  39  39  3.14 
1  2.765  34  36  3.58 
1  2.435  36  39  3.40 
1  3.150  32  41  2.88 
1  3.285  34  38  3.61 
1  2.935  34  38  2.77 
1  3.565  33  32  3.74 
1  3.160  34  35  3.15 
1  2.800  35  35  3.43 
1  3.315  36  38  3.08 
1  3.485  40  45  3.39 
1  3.305  35  37  2.83 
1  3.465  39  38  3.44 
1  3.985  43  46  3.38 
1  3.450  33  36  3.50 
1  3.000  35  33  3.09 
1  2.855  35  44  2.99 
1  2.945  39  36  3.32 
1  3.195  29  35  3.79 
1  3.000  35  43  3.87 
1  3.470  28  42  3.34 
1  3.760  32  34  3.05 
1  2.745  35  34  3.63 
1  2.985  30  38  3.14 
1  3.635  38  42  3.10 
1  3.015  33  36  3.71 
1  3.065  39  46  2.97 
1  2.485  37  27  3.21 
1  2.555  25  38  3.40 
1  3.515  37  38  3.79 
1  3.165  36  30  3.12 
1  2.640  32  30  3.14 
1  2.600  27  34  3.15 
1  2.735  35  32  3.11 
1  3.195  43  42  3.24 
1  3.765  40  34  3.53 
1  3.295  32  41  3.05 
1  2.920  35  37  3.18 
1  3.500  38  43  3.41 
1  3.640  31  44  3.54 
1  2.950  37  41  3.08 
1  2.800  30  39  2.88 
1  3.420  37  46  3.42 
1  3.015  37  31  3.28 
1  3.125  32  37  3.55 
1  3.500  37  27  3.67 
1  2.630  46  37  2.89 
1  3.260  48  33  3.42 
1  2.410  38  28  3.27 
1  3.485  40  47  3.54 
1  3.265  41  37  2.91 
1  2.565  38  40  2.72 
1  2.985  33  36  3.33 
1  2.645  38  46  3.28 
1  2.515  37  46  3.00 
1  2.835  28  32  3.23 
1  2.895  38  33  3.75 
1  3.465  34  34  3.55 
1  3.450  27  46  3.16 
1  2.900  34  38  2.52 
1  3.305  38  35  3.29 
1  2.855  37  32  3.10 
1  2.735  39  38  2.48 
1  3.260  45  45  2.87 
1  2.585  38  40  2.62 
1  3.545  35  41  3.44 
1  2.780  41  25  3.56 
1  2.970  36  36  3.12 
1  3.405  34  40  2.95 
1  3.415  25  35  3.14 
1  2.550  32  27  3.57 
1  3.240  37  30  3.52 
1  3.185  43  32  2.97 
1  2.775  32  42  2.83 
1  3.000  32  26  3.58 
1  2.835  32  31  2.78 
1  2.810  31  35  2.90 
1  2.765  32  35  2.57 
1  3.785  33  40  3.50 
1  2.970  37  34  2.37 
1  3.150  37  39  2.99 
1  2.880  36  38  3.66 
1  3.805  32  38  3.59 
1  2.965  29  35  3.26 
1  2.435  31  22  3.19 
1  2.965  39  31  3.18 
1  3.375  41  31  3.73 
1  2.950  29  32  3.63 
1  2.550  38  27  3.22 
1  3.015  24  41  3.44 
1  3.355  33  42  3.30 
1  2.635  36  35  3.18 
1  3.165  38  46  2.75 
1  2.900  33  29  2.49 
1  3.535  33  29  3.60 
1  3.450  34  36  3.81 
1  2.915  36  30  3.22 
1  2.920  39  42  3.37 
1  2.925  39  42  3.51 
1  3.535  36  32  3.94 
1  3.365  30  37  3.47 
1  4.275  39  40  4.00 
1  2.865  34  41  3.31 
1  3.800  41  39  3.97 
1  2.435  32  37  3.21 
1  3.090  35  32  2.90 
1  3.565  35  37  3.00 
1  3.250  34  40  3.03 
1  3.570  32  45  3.03 
1  3.485  39  38  3.92 
1  3.155  29  34  3.33 
1  2.885  46  30  3.34 
1  2.615  36  37  2.71 
1  3.000  33  33  2.89 
2  2.000  32  35  3.20 
2  3.630  43  42  3.80 
2  3.630  36  32  3.50 
2  2.660  34  22  3.60 
2  2.200  33  27  2.90 
2  2.000  39  38  2.80 
2  3.900  43  46  3.20 
2  1.860  38  30  3.20 
2  2.630  18  45  2.80 
2  3.000  39  24  2.20 
2  2.900  38  28  3.50 
2  2.500  35  28  3.00 
2  2.700  19  25  3.00 
2  1.400  34  27  3.50 
2  3.200  31  32  3.20 
2  3.400  43  25  3.40 
2  3.330  37  39  3.20 
2  3.700  28  24  3.40 
2  3.600  41  46  3.90 
2  2.600  27  25  3.00 
2  3.000  47  49  3.30 
2  1.750  20  21  3.50 
2  3.250  30  22  2.20 
2  3.300  34  42  3.10 
2  3.400  41  36  3.10 
2  2.400  37  22  2.20 
2  2.300  39  45  3.30 
2  3.300  36  47  2.50 
2  2.300  35  24  3.00 
2  0.800  38  27  2.80 
2  1.250  36  12  3.00 
2  2.000  30  14  3.00 
2  2.100  28  35  3.10 
2  2.900  36  35  3.30 
2  2.500  34  26  3.20 
2  2.100  33  36  3.60 
2  1.660  30  19  3.10 
2  3.000  43  38  3.20 
2  3.780  44  45  2.80 
2  3.000  29  39  2.80 
2  2.900  33  25  3.30 
2  2.400  40  32  2.30 
2  2.750  31  22  3.60 
2  2.400  22  28  3.00 
2  3.000  38  28  3.10 
2  3.900  42  31  3.30 
2  1.880  37  32  3.20 
2  3.200  39  38  3.50 
2  3.000  45  42  3.30 
2  2.630  43  32  3.40 
2  3.300  33  43  3.20 
2  2.100  40  31  3.20 
2  2.500  34  30  2.90 
2  2.000  38  36  2.60 
2  3.100  26  32  3.50 
2  3.000  40  30  3.40 
2  2.200  37  27  3.10 
2  3.000  39  38  3.00 
2  3.300  41  35  3.20 
2  2.330  44  32  3.10 
2  2.700  26  23  3.10 
2  2.750  29  39  3.70 
2  1.890  17  25  2.80 
2  3.100  43  30  3.20 
2  3.500  31  31  3.40 
2  3.300  34  40  2.20 
2  3.000  44  32  2.00 
2  3.300  37  37  3.20 
2  3.400  36  34  3.80 
2  3.200  37  32  3.50 
2  3.300  43  32  2.80 
2  3.000  39  41  2.80 
2  3.370  40  33  3.50 
2  2.600  37  27  3.60 
2  3.000  28  45  3.60 
2  1.000  14  15  3.30 
2  3.200  36  31  3.40 
2  3.770  47  43  3.30 
2  2.900  39  41  3.00 
2  2.400  32  22  2.90 
2  3.400  44  27  3.20 
2  3.600  33  26  3.20 
2  2.800  36  31  2.50 
2  3.700  28  33  3.80 
2  2.800  39  39  2.90 
2  3.100  41  36  2.60 
2  3.200  31  40  2.90 
2  3.500  44  34  3.00 
2  2.200  26  28  3.30 
2  3.100  38  45  2.80 
2  2.330  17  15  3.30 
2  2.400  25  19  2.80 
2  2.400  38  36  3.20 
2  3.000  33  28  3.40 
2  1.800  36  37  3.60 
2  1.830  39  35  2.40 
2  2.800  26  39  2.90 
2  1.900  17  19  3.50 
2  2.800  32  34  3.40 
2  2.600  35  31  3.20 
2  2.800  43  31  3.40 
2  2.500  32  30  3.10 
2  2.800  35  24  2.30 
2  2.800  40  37  2.90 
2  1.870  14  30  3.40 
2  2.500  44  29  3.60 
2  2.900  43  41  3.00 
2  3.100  40  32  3.10 
2  3.180  43  45  2.10 
2  3.300  38  37  3.50 
2  3.200  32  33  3.50 
2  3.100  36  34  3.30 
2  1.900  46  28  2.70 
2  3.000  37  34  3.00 
2  3.500  38  39  3.70 
2  3.700  32  34  3.70 
2  2.700  32  30  2.80 
2  3.700  41  39  3.30 
2  3.100  43  39  3.30 
2  2.500  35  27  3.20 
2  3.300  36  28  3.60 
2  1.800  38  29  2.80 
2  2.500  31  33  3.40 
2  3.500  17  40  3.30 
2  3.400  35  31  2.80 
2  3.200  38  32  2.90 
2  2.300  33  20  3.20 
2  3.000  28  25  2.80 
2  3.200  43  33  3.60 
2  3.500  47  41  3.60 
2  2.900  33  34  3.00 
2  2.600  32  31  2.90 
2  3.500  20  43  3.30 
2  3.400  38  33  3.60 
2  3.300  35  41  3.20 
2  2.750  21  15  3.30 
2  2.900  24  40  2.80 
2  2.670  38  34  3.20 
2  2.440  33  35  3.30 
2  2.900  29  34  3.40 
2  2.600  36  35  3.00 
2  2.700  27  32  3.30 
2  2.300  28  29  3.30 
2  2.000  25  28  3.20 
2  2.700  37  41  2.90 
2  3.100  40  27  3.30 
2  2.200  34  23  3.40 
2  3.200  39  35  3.20 
2  3.220  17  35  3.60 
2  2.620  39  32  3.10 
2  3.000  36  32  3.20 
2  3.000  31  23  3.10 
2  3.200  45  35  3.10 
2  2.900  37  37  2.70 
2  2.880  39  42  3.90 
2  2.400  28  27  2.70 
2  3.200  28  26  3.40 
2  2.550  44  38  3.70 
2  2.110  37  26  3.10 
2  2.400  33  34  2.80 
2  2.100  35  24  3.50 
2  2.770  40  30  3.50 
2  2.380  38  32  2.90 
2  2.750  36  40  3.30 
2  3.200  38  34  3.80 
2  3.440  45  43  3.80 
2  3.500  40  35  3.60 
2  3.000  31  46  3.50 
2  3.100  40  31  3.40 
2  3.400  42  38  3.00 
2  2.000  33  30  3.70 
2  2.000  33  31  2.90 
2  2.300  30  28  2.60 
2  2.200  39  40  3.30 
2  2.550  38  39  3.40 
2  3.100  46  23  3.50 
2  3.000  32  33  3.10 
2  3.100  21  30  3.80 
2  2.500  18  21  3.20 
2  2.400  38  31  2.90 
2  3.200  34  40  2.10 
2  2.800  43  36  3.40 
2  3.700  43  36  4.00 
2  2.300  37  30  2.80 
2  2.400  35  35  3.00 
2  2.200  27  36  2.90 
2  2.400  34  31  2.70 
2  3.000  37  33  3.40 
2  3.500  26  49  3.20 
2  2.700  37  18  3.20 
2  3.000  28  39  3.50 
2  3.300  40  38  3.40 
2  1.900  34  31  3.30 
2  3.100  40  29  2.70 
2  2.400  33  27  3.40 
2  1.900  34  27  3.40 
2  3.100  36  28  3.40 
2  2.770  29  32  3.40 
2  2.800  36  35  3.40 
2  2.560  31  31  2.70 
2  2.800  27  33  3.70 
3  3.900  49  51  3.18 
3  3.660  39  43  3.75 
3  3.410  31  39  3.55 
3  2.980  43  41  3.08 
3  3.640  33  38  3.26 
3  3.250  24  39  3.47 
3  2.940  36  38  3.05 
3  3.560  27  40  3.49 
3  3.450  43  41  3.53 
3  3.640  42  44  3.48 
3  3.390  39  30  3.49 
3  3.100  38  33  3.30 
3  3.250  40  60  2.82 
3  3.490  38  45  3.75 
3  3.800  41  47  4.00 
3  2.940  32  38  3.65 
3  2.940  37  37  3.15 
3  3.060  36  34  3.45 
3  3.160  36  37  3.81 
3  3.720  40  39  3.38 
3  3.460  36  35  3.81 
3  3.050  40  34  3.39 
3  3.540  40  31  3.26 
3  3.810  41  38  3.61 
3  3.320  35  29  3.57 
3  3.830  40  45  3.64 
3  3.310  47  30  3.53 
3  3.110  41  37  3.22 
3  3.300  42  31  2.98 
3  3.420  38  28  3.25 
3  3.490  39  39  3.73 
3  3.450  36  32  3.44 
3  3.560  34  37  3.74 
3  3.450  42  32  3.39 
3  3.670  42  45  2.69 
3  3.660  36  36  3.57 
3  3.700  31  40  3.42 
3  3.300  39  28  3.62 
3  3.670  42  25  3.56 
3  3.580  45  35  3.60 
3  3.380  40  45  2.93 
3  3.530  38  33  3.49 
3  3.040  35  40  3.70 
3  3.920  47  35  3.11 
3  3.410  24  36  3.33 
3  3.260  39  31  3.51 
3  3.600  39  34  3.36 
3  3.080  36  47  3.10 
3  3.300  43  47  3.55 
3  3.290  32  40  3.91 
3  3.510  44  38  2.76 
3  3.030  33  39  3.42 
3  3.420  44  33  3.57 
3  3.240  25  30  3.31 
3  2.970  40  34  3.60 
3  3.540  47  29  3.72 
3  2.940  28  40  3.23 
3  3.160  36  43  2.60 
3  3.810  49  42  3.80 
3  3.710  28  34  3.37 
3  3.590  33  45  3.06 
3  3.330  39  31  3.36 
3  2.980  34  38  2.58 
3  3.860  45  45  3.96 
3  3.530  42  38  3.42 
3  3.390  40  34  3.37 
3  3.290  38  34  3.45 
3  3.490  42  49  3.57 
3  3.110  36  36  3.16 
3  3.760  38  36  3.53 
3  3.820  18  39  3.94 
3  3.540  37  41  4.00 
3  3.940  47  39  3.83 
3  2.880  32  34  3.70 
3  3.240  37  37  3.41 
3  3.380  37  31  3.85 
3  3.520  44  33  3.50 
3  3.280  38  39  3.04 
3  3.060  30  41  3.40 
3  3.380  42  33  3.34 
3  3.640  40  33  2.01 
3  3.420  36  46  3.23 
3  2.830  44  43  3.86 
3  3.200  32  26  3.76 
3  3.510  41  39  3.50 
3  2.670  39  46  2.86 
3  3.200  31  35  3.40 
3  3.700  41  44  3.91 
3  3.930  38  43  2.84 
3  3.580  41  38  3.24 
3  3.700  35  42  3.13 
3  3.660  41  41  2.62 
3  2.990  39  43  3.72 
3  3.330  32  48  3.15 
3  3.850  45  52  3.96 
3  3.400  30  38  3.45 
3  3.000  36  45  3.13 
3  3.480  38  34  3.95 
3  3.580  44  43  3.47 
3  3.000  35  35  3.43 
3  3.290  28  34  3.50 
3  3.300  43  45  3.27 
3  3.290  33  45  3.24 
3  3.020  40  39  3.25 
3  3.500  33  44  3.95 
3  3.960  44  37  3.92 
3  3.440  25  44  3.58 
3  3.490  41  41  3.67 
3  3.490  39  44  2.74 
3  3.040  37  41  3.40 
3  3.660  36  37  3.35 
3  3.540  39  40  3.75 
3  3.110  34  40  3.84 
3  3.550  42  33  3.02 
3  3.310  41  34  3.84 
3  3.170  43  40  2.99 
3  3.410  40  48  3.45 
3  3.200  40  37  3.58 
3  3.330  31  39  3.49 
3  3.510  41  45  3.64 
3  3.010  35  38  3.52 
3  3.320  42  40  2.90 
3  3.680  48  39  3.78 
3  3.640  49  46  3.72 
3  3.100  42  43  3.04 
3  3.550  37  33  3.55 
3  3.270  39  45  3.10 
3  3.160  33  40  3.33 
3  3.370  36  42  3.57 
3  3.970  42  49  4.00 
3  3.750  36  35  3.15 
3  3.580  31  45  3.72 
3  3.530  43  38  3.60 
3  3.770  46  35  3.36 
3  3.910  43  39  3.58 
3  3.230  49  37  3.49 
3  2.880  34  39  3.22 
3  3.190  36  32  3.42 
3  3.590  44  31  3.59 
3  3.520  33  34  3.60 
3  3.390  37  36  3.59 
3  2.930  43  39  3.35 
3  3.360  43  35  3.43 
3  3.190  33  37  3.58 
3  3.560  31  37  3.85 
3  3.050  25  36  3.38 
3  3.110  33  41  3.37 
3  3.270  48  37  3.30 
3  3.920  44  41  3.96 
3  3.040  43  43  3.31 
3  3.820  36  36  3.45 
3  3.910  46  43  3.85 
3  3.240  37  39  3.55 
3  3.110  21  47  3.86 
3  3.120  38  37  3.16 
3  3.550  40  41  3.09 
3  3.240  41  42  3.28 
3  3.750  41  41  3.44 
3  3.830  44  43  3.80 
3  2.720  35  28  3.19 
4  3.530  46  29  2.30 
4  4.000  27  37  3.30 
4  3.760  32  28  3.00 
4  3.470  34  34  2.70 
4  3.290  26  28  3.00 
4  3.730  24  28  2.90 
4  3.870  35  31  2.70 
4  3.580  27  28  3.40 
4  3.000  19  25  2.30 
4  2.880  25  25  3.40 
4  3.140  31  43  3.00 
4  3.150  39  28  3.10 
4  3.290  29  17  3.00 
4  3.400  28  30  3.20 
4  3.640  26  23  2.60 
4  3.500  29  29  3.20 
4  3.110  38  32  2.70 
4  3.500  29  31  3.00 
4  3.310  36  32  2.30 
4  3.790  37  42  3.30 
4  2.900  15  28  3.20 
4  3.670  32  22  3.10 
4  3.000  32  24  3.00 
4  3.840  35  40  3.40 
4  3.500  18  20  3.10 
4  3.110  25  24  2.90 
4  3.520  26  24  3.10 
4  3.200  24  31  2.00 
4  3.880  34  27  3.50 
4  3.110  29  31  3.30 
4  3.000  39  17  3.80 
4  3.140  28  23  2.90 
4  3.260  38  27  2.40 
4  3.000  19  22  2.40 
4  2.880  33  35  1.10 
4  3.000  21  37  2.10 
4  2.570  20  25  2.90 
4  4.000  44  39  3.50 
4  3.000  21  20  3.20 
4  2.740  32  33  2.10 
4  3.360  32  31  3.10 
4  3.000  30  25  2.70 
4  3.000  32  20  3.00 
4  3.590  40  30  3.00 
4  2.880  33  35  2.30 
4  3.420  23  24  3.30 
4  3.500  39  28  3.90 
4  2.890  34  32  2.80 
4  4.000  33  35  2.00 
4  3.500  38  30  3.20 
4  4.000  22  17  2.80 
4  3.820  18  37  3.70 
4  3.160  26  21  3.00 
4  3.370  37  36  2.80 
4  3.580  37  32  2.10 
4  3.000  30  24  2.90 
4  3.330  37  33  3.40 
4  3.500  25  23  2.70 
4  3.190  27  21  2.80 
4  3.590  31  37  3.30 
4  3.000  33  30  2.90 
4  3.290  31  27  2.90 
4  3.260  31  29  3.50 
4  2.830  30  15  3.10 
4  3.400  33  26  2.40 
4  4.000  43  39  2.50 
4  3.550  42  43  3.10 
4  3.870  33  39  3.70 
4  3.560  35  37  2.80 
4  2.830  21  16  2.50 
4  3.830  20  15  3.40 
4  3.000  26  25  2.70 
4  2.840  33  26  2.60 
4  3.170  27  24  2.70 
4  3.530  28  23  2.80 
4  3.550  31  30  2.30 
4  4.000  28  30  3.20 
4  3.360  26  27  2.80 
4  3.550  26  32  3.30 
4  3.250  24  22  3.00 
4  3.230  16  26  2.60 
4  3.530  37  32  2.00 
4  3.330  20  29  3.00 
4  3.360  29  28  1.90 
4  2.730  7  20  2.30 
4  3.500  28  24  3.20 
4  3.500  34  28  3.60 
4  3.500  25  25  2.30 
5  3.300  24  39  3.68 
5  3.250  34  33  3.16 
5  2.650  37  31  3.07 
5  2.200  36  34  3.82 
5  3.060  25  38  2.89 
5  3.410  33  30  2.79 
5  2.800  36  32  3.47 
5  2.690  32  28  2.83 
5  3.510  41  34  3.61 
5  3.100  41  49  3.31 
5  2.150  39  35  2.97 
5  3.300  36  35  3.83 
5  3.710  27  31  3.70 
5  3.550  38  30  3.42 
5  3.540  34  47  3.12 
5  3.330  34  36  3.23 
5  3.440  38  32  3.50 
5  3.110  31  47  3.36 
5  3.310  33  34  3.40 
5  3.200  36  32  2.86 
5  3.710  40  41  3.42 
5  3.750  33  37  2.94 
5  2.200  15  40  2.68 
5  2.600  30  26  3.33 
5  3.130  45  33  3.12 
5  2.890  42  28  3.14 
5  2.850  33  24  3.19 
5  3.900  41  35  3.07 
5  2.500  36  30  3.36 
5  3.090  34  30  3.75 
5  3.920  34  33  3.09 
5  3.650  37  31  3.88 
5  3.880  31  38  2.66 
5  3.260  31  29  3.38 
5  3.750  41  43  3.39 
5  3.100  38  32  3.39 
5  3.010  28  30  2.95 
5  3.240  41  40  3.15 
5  3.500  33  30  3.39 
5  2.750  35  32  3.30 
5  3.350  33  40  3.02 
5  1.900  38  26  2.90 
5  3.100  25  39  3.53 
5  2.750  31  31  3.34 
5  2.250  23  26  2.66 
5  2.250  34  33  3.00 
5  3.600  29  43  3.73 
5  3.280  24  23  3.77 
5  3.410  33  36  3.47 
5  3.200  41  26  2.73 
5  2.950  31  29  2.88 
5  3.000  31  33  3.53 
5  2.950  33  38  3.11 
5  3.400  33  35  2.78 
5  2.850  34  31  3.32 
5  2.650  32  35  2.76 
5  2.850  30  24  3.71 
5  2.600  35  32  3.21 
5  3.150  30  34  2.62 
5  3.510  39  29  2.83 
5  3.470  32  37  3.79 
5  3.350  37  40  3.55 
5  3.600  45  46  3.07 
5  3.850  28  31  3.26 
5  2.800  34  38  2.95 
5  2.500  32  26  2.72 
5  3.900  42  35  3.79 
5  3.110  36  37  3.10 
5  2.760  36  26  3.42 
5  3.680  40  45  3.38 
5  3.560  37  33  3.49 
5  3.300  34  40  3.12 
5  2.550  33  26  3.72 
5  2.950  38  27  3.20 
5  3.560  28  34  3.30 
5  3.170  29  33  2.41 
5  3.000  37  29  3.46 
5  2.500  18  23  3.40 
5  2.500  38  34  3.41 
5  2.450  33  35  3.18 
5  3.140  35  28  3.51 
5  3.490  34  42  3.50 
5  2.200  24  28  3.01 
5  3.150  35  29  3.13 
5  2.450  28  23  3.05 
5  2.920  33  28  3.19 
5  2.350  35  35  3.39 
5  3.970  44  48  3.45 
5  2.810  27  41  3.47 
5  3.050  36  31  3.57 
5  2.650  25  41  2.92 
5  2.100  30  28  2.58 
5  2.450  28  28  2.59 
5  3.400  40  35  3.51 
5  3.520  33  31  3.37 
5  3.350  38  37  3.44 
5  3.350  31  26  2.77 
5  2.960  39  44  2.67 
5  2.600  40  30  3.41 
5  3.560  46  49  3.31 
5  3.100  35  36  2.95 
5  2.550  37  35  2.49 
5  2.600  37  25  3.15 
5  3.280  25  43  2.90 
5  2.700  31  32  2.93 
5  2.300  26  27  3.35 
5  3.470  33  32  2.57 
5  3.800  38  30  3.54 
5  2.700  24  38  3.60 
5  2.800  30  31  3.19 
5  3.730  41  38  3.38 
5  3.870  28  32  2.77 
5  3.250  32  40  3.40 
5  3.280  34  32  2.57 
5  3.320  39  34  3.73
